age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,binary,tenure,country,text
20,0,19,22.35714286,0.941176471,9,0,33675,21,39,1,439,0,49,0,i_materialize
32,1,51,31.76,0.5,4,1,17989,19,0,2,3,0,61,1,dougygyro
24,0,30,26.44,0.8,13,2,10799,184,39,0,156,0,44,0,bonhomie
24,0,31,24.8,0.814814815,10,1,56016,29,17,1,435,0,72,1,uwesfrau
24,1,29,24.28,0.56,9,2,62010,804,0,1,24,0,56,0,stedy
21,0,30,21,0.185185185,12,0,149,92,0,4,14,0,20,1,charrinbratz
31,0,38,28.76,0.703703704,15,2,54655,105,16,1,136,0,52,1,fluffysaigon
38,1,34,30.44,0.214285714,12,0,20354,432,0,0,28,0,32,1,serpentflesh01
25,0,28,25.16,0.5,2,1,41384,30,0,0,16,0,84,1,ovariescanbefun
23,1,27,24.44,0.75,11,0,215380,0,32,1,115,0,79,0,decemberescape
31,1,41,27.92,0.5625,10,6,10047,46,1,1,35,0,75,1,medicmedic
23,1,28,24.32,0.851851852,7,3,35263,14,1,0,23,0,68,0,pietepiet
26,0,38,25.28,0.333333333,6,0,68451,74,319,0,683,0,63,0,soul_kitchen
22,1,69,24.48,0.963636364,11,1,27488,94,0,2,6,0,29,1,davidthemute
19,0,29,22.44,0.583333333,5,2,22093,7,1,1,56,0,65,0,happy_hangover
23,1,30,22.36,0.423076923,2,0,47596,72,2,1,19,0,56,1,wuduprod
21,1,32,23.36,0.481481482,9,0,11513,119,3,0,147,1,37,1,tommyhoff
24,1,34,23.2,0.827586207,2,1,22270,683,4,1,0,1,48,0,pawelkasprzak
21,1,32,22.04,0.423076923,7,0,10247,42,3,1,22,0,41,0,andresmb
26,1,33,24,0.333333333,2,0,8068,337,1,0,4,0,26,1,fangbian
24,1,36,22.28,0.205882353,8,1,16442,556,1,0,175,0,29,1,animosity405
23,1,33,22.92,0.925925926,9,1,20692,102,20,0,62,0,78,1,mufahsuh
21,1,81,22.30882353,0.733333333,7,2,82120,17,16,0,112,0,73,0,bvocxs
22,1,17,21.46153846,0.692307692,1,0,50569,34,47,0,8,0,78,0,teije
21,0,156,23.0703125,0.73943662,27,4,66509,47,1,4,110,0,34,1,jackie7490
21,0,37,21.71428571,0.59375,16,1,26856,36,0,1,30,0,32,0,g0mba
25,1,39,22.52941177,0.176470588,8,0,65111,5,0,1,110,0,73,0,stipe_cro
22,0,18,22.52941177,0.117647059,2,1,123655,109,0,0,40,0,72,1,sinyster
22,1,44,20.52941177,0.485714286,4,5,31010,0,0,0,0,0,16,0,enuriru
20,0,82,22.45588235,0.733333333,7,1,46200,168,4,1,188,0,58,1,nefre_
23,1,46,21.22222222,0.230769231,4,1,24681,237,0,1,13,0,63,1,saved4arainyday
18,0,42,22.21875,0.820512821,10,0,17648,1,1,0,37,0,43,0,hardfran
19,1,60,20.56818182,0.381818182,2,0,8498,38,0,0,38,0,18,0,pivologas
25,1,30,23.74074074,0.730769231,8,0,46211,17,0,1,19,0,55,0,zzaapp
21,0,49,22.25581395,0.813953488,11,1,83402,683,8,1,20,0,59,0,xmaryee
24,0,54,28.09302326,0.826086957,16,2,14676,26,0,1,28,0,82,0,josarta
26,1,70,23.58333333,0.457627119,23,3,71217,522,11,2,56,0,84,0,aniym
24,1,27,22.69565217,0.68,11,2,111557,46,0,1,73,0,72,1,ragde10
16,0,71,18.03333333,0.380952381,13,1,62056,158,5,0,61,0,44,1,xlithium
23,0,49,22.36585366,0.854166667,2,0,9517,39,0,0,112,0,8,0,helloeymee
22,1,59,22.90384615,0.666666667,11,2,6229,3,1,0,51,0,25,0,pr0ggie
18,1,103,20.02298851,0.082474227,25,0,4395,67,0,0,70,0,41,0,meang3l
24,1,49,20.97619048,0.391304348,6,0,180699,5,0,1,87,0,53,0,luischangmin
21,0,33,23.63333333,0.612903226,8,3,34177,47,73,0,97,1,49,0,jenr__
19,0,786,20.44642857,0.66572238,59,6,70811,3766,0,1,787,0,44,1,iroqk
17,0,239,17.95360825,0.617511521,19,3,31109,18,0,0,5,0,20,0,luizapierangeli
20,1,136,21.92592593,0.56097561,25,5,154488,443,1027,2,382,1,60,0,mrheigl
19,0,70,22.13793103,0.909090909,9,0,73232,38,0,1,12,0,45,0,juuuuuuuuuuuuuh
25,1,89,23.46875,0.75,11,1,23318,423,0,3,5,1,64,0,death-by-plane
21,0,144,24.48571429,0.838235294,29,4,6896,37,0,0,104,0,20,0,nofacenofuture
21,0,88,23.57534247,0.78313253,16,2,19528,72,0,1,28,0,33,0,celticaa
20,0,107,21.37931035,0.772277228,19,1,16363,465,28,1,110,0,40,0,moonstrucklee
21,0,46,22.79411765,0.555555556,7,4,33035,111,0,1,5,0,52,0,blue-redsocks
27,0,26,28.5,0.954545455,9,4,8026,12,0,1,34,1,48,0,silkysquirrel
19,1,21,19.88888889,0.684210526,2,0,19098,25,0,0,15,0,24,1,mattboyd987
19,1,10,18.77777778,0.444444444,4,0,9667,191,1,0,7,0,6,0,prayogi_agung
27,0,22,27.5,0.368421053,5,0,59489,56,11,3,64,0,56,0,tactus
29,1,11,24.77777778,0.454545455,1,1,11686,30,0,1,7,0,24,0,dietglue
23,0,21,24.55555556,0.684210526,5,0,13699,5,0,1,17,0,70,1,katielake
21,0,44,21.36111111,0.564102564,11,0,25708,192,0,1,45,0,32,0,lottka90
22,0,20,21.44444444,0.6,1,0,5180,51,0,1,27,0,56,0,magda0389
22,1,28,26,0.9,5,0,123350,13,26,1,132,0,74,1,muschelsucher
22,0,34,22.72222222,0.666666667,2,0,20538,178,0,0,8,0,36,1,leighrose
23,0,15,21.83333333,1,2,0,945,24,0,0,14,0,8,0,natyx_fm
24,1,22,20.44444444,0.3,5,0,48776,26,1,0,141,0,46,0,idntknow
25,1,21,21.16666667,0.095238095,5,0,21665,28,0,0,41,0,25,1,lewisrose
21,0,30,25.27777778,0.476190476,7,1,20531,298,107,1,29,0,77,1,savemekaizer
20,0,21,21.33333333,0.842105263,12,0,2617,177,0,1,18,0,48,1,princessarya
16,0,24,18.44444444,0.227272727,7,1,19186,174,0,0,38,0,28,1,eleanorinitmann
22,0,20,21.5,0.470588235,4,0,44423,38,0,1,97,0,75,0,chiit_
26,1,23,24.83333333,0.727272727,3,0,55022,133,21,2,91,0,56,0,had6
24,0,24,24.61111111,0.4,2,0,20034,0,0,0,19,0,56,1,sian-j
24,0,31,30.27777778,0.739130435,11,3,86449,460,1,1,29,0,47,0,eerika23
16,0,24,21.27777778,0.454545455,10,0,1120,0,0,0,33,0,18,0,molly_adams
20,1,21,19.44444444,0.611111111,2,0,9038,144,0,1,7,0,32,0,lydkins
25,1,24,24,0.454545455,6,1,9312,527,6,1,196,0,55,0,wuisho
20,0,50,21,0.29787234,3,0,3983,30,2,1,105,0,51,0,mashyna
21,0,26,24.38888889,0.857142857,8,0,21,34,1,0,121,0,39,1,samie-reid
25,0,21,25.22222222,0.368421053,5,1,33928,63,1,1,329,0,63,0,miharu_haya
17,0,19,21.66666667,0.0625,3,3,25286,0,2,0,52,0,61,0,catherinelaura
28,1,21,25.94444444,0.8,4,0,45875,37,7,16,32,0,59,0,f0rest
23,0,22,24.33333333,0.904761905,3,0,52306,152,0,1,55,0,47,0,marianiux
21,0,28,23.16666667,0.4,7,1,792,2,0,1,13,0,45,0,ergrei
23,1,23,21.83333333,0.52631579,2,0,37730,215,1,1,39,0,20,1,rhettatimecat
19,0,63,20.77777778,0.101694915,10,0,31917,0,159,0,1121,0,54,0,anula92
30,0,23,28.5,0.7,4,3,3164,21,0,0,23,0,51,0,obsolete69
25,1,47,22.72222222,0.846153846,6,0,63333,2,8,0,29,0,60,0,_swin_
21,0,9,22.77777778,0.555555556,1,0,58536,0,0,0,0,0,55,0,agiara
19,1,20,25.5,0.736842105,2,1,6006,0,0,0,12,0,42,0,kelvenj
21,0,25,22.61111111,0.590909091,4,0,59611,22,2,1,75,0,73,1,elrondio
46,1,36,40.94444444,0.3125,9,9,48392,705,8,2,441,1,69,1,voxpop64
23,0,24,24.83333333,0.315789474,5,0,165720,84,1,1,78,0,51,1,parakiss23
26,1,23,24.11111111,0.571428571,4,1,39330,1027,0,0,40,0,26,1,knivesx
19,0,44,20.86111111,0.538461539,13,0,11130,23,0,0,19,0,50,0,mershiii
39,1,23,34.66666667,0.578947368,5,0,92542,76,19,1,16,0,82,0,stoffisimo
21,0,25,22.94444444,0.52631579,9,0,13281,254,0,0,20,0,42,0,musiksaft
23,1,25,21.77777778,0.428571429,5,0,16736,0,1,0,31,0,60,0,meusi
41,1,29,34.05555556,0.714285714,8,1,71110,248,10,1,13,0,88,1,michaelcoyote45
24,0,24,22,0.869565217,3,0,6686,14,0,0,5,0,67,1,_racey
10,1,25,26.5,0.263157895,8,1,24118,41,1,2,0,0,56,0,nonesun
21,1,20,23.77777778,0.75,9,0,27091,196,0,1,6,0,43,0,aj424
22,1,11,23.5,0.909090909,6,0,54396,245,0,0,1,0,32,1,waldroo
22,1,42,21.36111111,0.388888889,3,0,28259,56,1,1,15,0,62,1,wtfbert
20,0,22,19.88888889,0.80952381,3,0,38598,0,0,0,1,0,40,0,rayssamenezes
22,0,28,26.55555556,0.826086957,9,2,34688,91,0,0,17,0,79,0,brownhorse
22,1,23,22.22222222,0.4,4,1,65444,179,1,0,49,1,68,0,arssdpol
25,1,25,27.55555556,0.5,4,1,21990,29,68,1,52,0,65,0,chiclo
21,0,20,25.22222222,0.588235294,6,0,15415,5,2,0,25,0,64,1,awaitedcooing
22,1,24,23.22222222,0.5,6,1,18249,15,0,0,51,0,61,1,yelruh11
17,0,21,22.5,0.631578947,6,1,20594,63,1,1,85,0,50,0,zenchii
32,1,21,29.44444444,0.666666667,4,3,3686,17,1,1,0,0,45,0,paolocruz
22,0,19,20.44444444,0.176470588,5,0,21130,33,0,0,20,0,35,0,melanieeex
19,0,20,22.83333333,0.888888889,1,0,1208,73,11,1,28,0,38,0,flachini
53,1,27,38.72222222,0.423076923,8,3,9152,131,1,4,9,0,41,1,jo_nathan
24,1,21,22.33333333,0.6,2,0,301468,5,22,1,221,0,65,1,_domin_
19,1,26,19,0.695652174,1,0,11252,79,0,1,4,0,23,1,free-dome
30,1,21,28.44444444,1,1,0,22091,17,0,2,2,0,64,1,gav_revolt
30,1,22,27.77777778,0.388888889,12,0,22683,47,0,0,36,0,67,0,consonantal
19,0,20,21,0.7,1,0,26150,198,0,0,0,0,42,0,marta_hs
22,1,26,20.83333333,0.8,2,0,39818,0,0,0,9,0,62,1,tomholden89
28,1,34,26.55555556,0.583333333,11,3,49077,133,0,1,0,0,48,1,kain83
22,1,22,22.38888889,0.578947368,8,0,210532,599,30,2,28,0,75,1,dejectedxcore
22,1,19,24.33333333,0.8125,10,2,8289,237,0,1,67,0,59,0,daevilgenius222
20,1,22,21.77777778,0.619047619,13,0,71135,43,0,1,19,0,45,1,miltonic
20,0,9,20.83333333,0.571428571,1,0,10639,27,0,0,5,0,37,1,cocosoup
26,0,26,28.33333333,0.869565217,3,0,8281,4,0,1,16,0,52,0,dannyenghaw
36,1,21,27.88888889,0.833333333,10,0,9162,4,8,0,15,0,66,1,uniqueterror
29,1,15,27.5,0.272727273,1,2,20738,26,0,0,18,0,55,0,calamis
28,0,30,28.66666667,0.538461539,7,1,57512,727,8,0,97,0,62,1,almostnormal83
23,0,39,25.40740741,0.685714286,8,5,9571,139,0,0,2,1,26,0,hisnameisalice
23,0,31,23.07692308,0.178571429,13,0,32550,320,1,1,114,0,49,0,herdinstinct
25,1,91,25.16393443,0.462686567,16,3,52767,107,1,2,132,0,60,0,masqueradex
19,1,65,19.88461539,0.672727273,8,0,69501,155,40,1,118,0,41,0,lampard111
19,0,105,20.43529412,0.602040816,16,3,30762,1006,0,0,10,0,58,0,lost_lullabies
21,1,49,20.78947368,0.738095238,10,2,51968,184,1,0,46,0,17,1,emeyekaye
32,1,67,24.9787234,0.5,9,2,65314,173,1,0,38,0,53,0,rampafliufkin
22,1,58,22.72340426,0.87755102,5,5,136633,49,28,1,47,0,52,0,bolgy99
18,0,98,18.78378378,0.164835165,10,0,40782,34,0,0,27,0,28,0,henzza93
17,0,620,20,0.68457539,61,11,36561,4721,2,1,361,1,18,0,sheenaspellman
23,0,88,23.4520548,0.666666667,8,0,15530,198,3,1,170,0,31,0,caropez
21,0,118,24.80722892,0.646464647,33,5,129387,115,4,0,246,0,72,1,rakki-san
16,1,45,17.56666667,0.421052632,4,0,18194,149,7,0,88,0,36,0,dashitall
18,1,97,19.47945206,0.385542169,19,0,80501,477,0,0,4,0,23,0,-2
31,0,77,31.81632653,0.616666667,18,2,17678,1999,3,1,62,0,76,0,wysteria
20,0,76,22.47272727,0.75,25,0,19439,97,4,0,57,0,54,0,missdivamichy
21,0,55,19.05405405,0.404255319,19,0,77155,8,0,0,62,0,51,0,storytokill
25,0,38,21.83870968,0.515151515,4,1,133201,85,0,1,15,0,77,1,profag
23,1,16,22.13333333,0.714285714,2,1,22959,64,0,0,15,0,47,1,bownesie
19,1,41,20.80555556,0.657894737,3,0,17559,37,0,0,10,0,31,0,nusu-
20,1,75,25.90566038,0.833333333,8,1,72623,169,0,0,16,0,48,1,brooklynwhat
21,1,313,20.22222222,0.58974359,48,10,50895,190,167,1,366,1,36,1,hour_of_chaos
41,1,105,27.93827161,0.752808989,31,4,145276,1133,0,1,64,0,67,1,seekevinrun
27,1,41,24.06896552,0.361111111,3,1,11502,501,0,0,12,0,43,0,lom_off
30,1,38,26.48275862,0.588235294,4,4,25688,5,0,1,55,0,67,0,chrisloki
30,0,55,29.37931035,0.666666667,11,4,23101,0,0,1,64,0,37,1,facilitygirl
46,1,47,34,0.388888889,8,2,32031,500,7,12,225,0,54,1,jostaussoest
19,1,34,19.75862069,0.529411765,4,0,16139,1,0,0,10,0,35,0,qbaseq
31,1,38,27,0.53125,10,1,78400,0,8,0,41,0,83,0,ladeira
25,1,34,23.86206897,0.454545455,1,0,147739,75,0,1,47,0,60,0,macone
23,0,36,22.65517241,0.171428571,3,1,8945,248,4,1,70,0,44,0,grazones
19,1,35,19.03448276,0.575757576,5,0,45023,57,7,0,2,0,49,0,dymmek
40,1,57,36.65517241,0.717391304,7,6,34411,11,1,1,4,0,93,1,billturner
20,1,41,23.62068966,0.52631579,14,0,99049,40,0,1,108,0,35,0,dunited
18,1,42,17.89655172,0.4,3,0,9870,61,0,1,32,0,28,0,karrbon
21,1,41,20.89655172,0.405405405,7,1,13034,10,2,0,6,0,47,1,hanfi2000
32,0,36,31.65517241,0.766666667,5,1,13482,48,274,1,73,0,74,0,petrushka
21,0,29,19.89655172,0.517241379,4,0,14688,55,0,0,2,0,35,0,broccoliscene
17,1,38,18.89655172,0.416666667,8,0,12329,15,0,0,16,0,25,0,mordimerr
20,0,21,22.6875,0.52631579,3,0,66135,194,0,1,5,1,48,1,meaghanjayyy
17,0,27,18.58823529,0.523809524,4,0,456,0,0,0,26,0,29,0,rrrachelx
21,0,24,20.38095238,0.739130435,3,0,2262,355,0,0,105,0,13,0,eriens
25,1,154,24.33,0.561403509,11,6,81277,262,36,0,917,1,66,0,turbido
23,0,14,23.69230769,0.416666667,3,0,12842,41,0,0,9,0,20,0,asahsa
24,0,14,24.69230769,0.666666667,1,0,1160,0,0,0,7,0,34,1,bottle_in_hand
22,0,177,21.12765957,0.480769231,15,1,117785,44,4,0,2,0,58,0,babymatikinho
21,0,89,22.61428571,0.64556962,27,3,35258,611,0,0,75,1,25,0,adrianne90
17,0,56,20.37777778,0.339622642,19,0,34454,34,0,1,132,0,55,0,inmyopinion
20,0,273,27.74489796,0.867219917,44,28,56627,929,7,6,299,1,24,1,limesmoke
17,1,34,19.7037037,0.419354839,7,1,42029,6,0,1,49,0,47,1,lil-maexx
19,0,18,21.4,0.75,10,0,2227,3,0,0,13,0,50,1,melissamudblood
41,0,13,22.9,0.75,5,0,38597,8,102,1,9,0,79,1,cheesy_poofs
19,0,55,21.45,0.770833333,22,1,6644,47,0,1,27,0,32,0,witchy_rosie
18,1,79,18.875,0.764705882,16,0,40198,69,0,0,0,0,31,0,frias_radar0313
24,0,162,24.91269841,0.422535211,13,9,174909,499,82,0,626,1,69,0,ionuca
26,1,243,22.61538462,0.547945206,22,3,40951,79,0,1,203,0,37,0,blohaxaxa
27,0,66,27.19148936,0.733333333,20,0,16074,358,0,1,66,0,62,0,thicianebrasil
25,1,414,23.10289389,0.542699725,48,11,21755,69,3,0,137,0,27,0,pal_vasilich
20,1,18,21.42857143,0.764705882,3,0,5026,46,3,0,26,1,33,0,bilxd
20,1,56,19.8372093,0.795918367,15,0,7815,43,0,1,33,0,9,0,jefersomduck
23,1,41,23.88571429,0.75,4,0,20891,0,25,1,61,0,63,1,x4rd4x
18,0,81,19.04166667,0.101265823,25,0,981,298,1,0,28,0,34,0,jenny_93
21,1,46,20.43243243,0.30952381,5,1,21833,1139,1,0,83,0,44,0,shimetsu
26,0,75,27.66666667,0.639344262,9,2,41750,49,9,1,8,0,68,1,likeneontubing
22,1,54,21.58823529,0.211538462,9,1,1626,1,47,0,53,0,56,1,throatculture87
20,1,361,20.92542373,0.672672673,34,11,80656,167,0,0,285,1,30,0,kuba2704
20,1,74,22.80357143,0.951612903,15,0,7643,122,0,0,0,0,6,1,eightche
19,1,69,18.7,0.661290323,7,0,15583,185,8,1,415,1,33,0,endkashika
24,0,98,25.29032258,0.530864198,13,2,20696,0,0,0,16,0,64,0,bulochka
20,0,39,22.11764706,0.6,4,0,1895,18,0,0,14,0,14,0,expressanger
25,1,26,21.75,0.875,3,1,30453,63,41,0,32,0,22,0,urameshibr
23,1,34,22.35714286,0.5625,5,1,54814,111,1,1,39,0,50,0,kpa4yh
20,1,55,20.75,0.511627907,11,2,60691,0,0,0,3,0,40,0,iamtaras
28,1,31,28.75,0.791666667,9,1,44906,0,4,0,124,0,65,0,evilschemer
19,1,30,18.47368421,0.47826087,3,0,43630,6,0,0,2,0,47,1,fenderstrat0593
23,1,33,23.56521739,0.896551724,10,0,43714,87,4,0,247,0,63,0,peksi1
15,1,36,19.56521739,0.65625,9,0,38375,430,0,1,18,0,19,0,loaferbread
20,0,59,27.41304348,0.886792453,13,2,6049,104,0,0,6,0,26,0,rieuxettarrou
21,1,205,21.10778443,0.745945946,7,4,70049,433,1,1,227,0,38,0,ggiannini
19,0,44,19.63333333,0.85,9,0,44902,339,7,0,1926,0,43,0,mm159nah
25,1,429,23.25882353,0.605597964,51,12,32668,62,4,1,201,0,29,0,witnessofwonder
18,1,100,19.225,0.385416667,18,0,26209,0,0,0,79,0,14,0,fuckin_zombie
22,1,38,22.74193548,0.594594595,5,0,18160,24,1,1,101,0,38,1,haradath
27,1,37,24.79310345,0.636363636,3,0,7540,10,0,0,7,0,5,0,zembrzyc
19,0,68,19.25454546,0.491525424,7,0,39698,178,1,1,29,0,48,0,agacka92
19,1,57,21.53488372,0.679245283,5,0,34311,4,9,0,58,0,59,1,sepulmember
36,1,5089,24.94312918,0.719512195,136,287,25949,0,21,0,1452,1,16,1,mikeh3875
23,1,143,23.47457627,0.552,11,2,31193,190,0,1,119,1,54,0,alekblue
20,0,11,24.54545455,0.666666667,2,0,45553,0,1,1,12,0,65,1,supergeofreya
24,1,15,24.27272727,0.454545455,8,0,17215,59,0,2,10,0,67,0,serginatorpng
27,1,14,25.18181818,0.727272727,8,0,141720,37,5,1,34,0,59,0,thirael
25,1,21,23.27272727,0.5,1,3,32438,629,2,1,1,1,82,1,cursedbeast
26,1,12,22.27272727,0.5,6,0,12517,25,1,0,9,0,82,0,arfaxad
25,1,15,24.90909091,0.714285714,2,0,45531,27,0,0,3,0,70,1,geeee
25,1,17,26.18181818,0.75,7,0,20861,24,3,1,11,0,62,0,maciu10
19,1,16,19.72727273,0.416666667,1,0,10434,40,0,0,41,0,43,1,grishnackh_
24,1,26,22.86363636,0.5,9,0,24505,245,6,1,23,0,35,1,rebell_yell
17,0,13,21.36363636,0.375,8,0,21915,75,0,0,117,0,39,0,kattsmugglare
24,1,15,24.72727273,0.461538462,3,0,52941,2,13,1,19,1,80,1,addywalker
21,1,14,20.72727273,0.076923077,5,0,43764,27,0,0,6,0,45,0,silent_max
17,0,14,20.27272727,0.307692308,2,0,20333,93,0,0,4,0,17,0,annemonteiiro
25,1,12,24,0.6,3,0,213843,0,0,0,11,0,84,1,nightwalkerxi
32,0,13,28.72727273,1,2,0,4489,0,0,0,0,0,70,1,getxupxgrl
27,1,14,20.72727273,0.714285714,8,0,29837,260,0,0,14,1,49,0,sergeysto
22,1,13,23.81818182,0.7,1,0,4308,25,0,1,37,0,48,0,hazo22
25,0,13,24.63636364,0.833333333,3,0,2718,9,0,0,15,0,37,0,gachita-lala
27,1,14,22.90909091,0.166666667,5,1,49727,82,0,1,49,0,45,0,facoz
25,1,11,24.63636364,0.5,5,0,90747,165,1,1,5,0,75,0,phenoman
23,0,28,22.90909091,0.4,3,1,43839,5,0,0,14,0,72,0,c_dari
27,0,42,26.72727273,0.837837838,9,1,12567,1243,0,3,37,1,40,0,sabryhighnote
22,1,29,22.31818182,0.608695652,11,2,14247,75,0,0,2,1,45,0,ak8908
25,0,16,22.54545455,0.666666667,5,0,2799,24,18,1,112,1,72,1,mapleleaf05
34,1,25,24.13636364,0.96,2,1,6641,2714,0,1,205,0,39,0,lord_doguero
27,1,13,32,0.6,2,0,0,0,151,1,12,0,93,0,nowirehangers
25,1,12,23.81818182,0.75,2,0,9450,1,0,0,6,0,62,1,psycherevolt
27,1,12,26.63636364,0,7,1,3009,0,0,0,12,0,57,0,l1nc0ln
21,0,13,25.27272727,0.75,4,0,7297,0,2,1,44,0,57,0,gwinie
27,1,20,23.09090909,0.375,4,0,83707,5,0,0,9,0,49,1,judgemike
36,1,14,35.63636364,0.923076923,2,1,9654,99,0,1,1,0,49,0,phaedrus74
21,0,15,24.54545455,0.75,6,0,13747,14,2,0,18,0,48,0,lol_aids
21,0,16,19.45454546,0.166666667,7,0,57701,894,0,0,8,0,40,0,casketed
18,1,12,20.18181818,0.916666667,3,1,8071,17,0,0,9,0,29,1,kilgoreh
22,1,27,23.18181818,0.736842105,2,0,25176,1,28,0,97,0,79,1,doubleedged
27,1,16,25,0.666666667,5,0,45151,76,0,2,16,0,82,0,orangutanklaus
21,1,14,20.27272727,0.416666667,3,0,7816,12,0,1,0,1,50,0,slim-sliver
21,1,15,23.27272727,0.833333333,3,2,7473,0,0,0,2,0,20,0,swinchri
22,0,17,26.45454546,0.846153846,4,0,31227,15,1,2,5,0,58,1,nenona1200
25,1,15,22.09090909,0.692307692,3,0,40736,107,0,0,49,0,41,0,igorferrao
47,0,28,31.54545455,0.666666667,12,0,25,70,2,1,11,0,63,1,stone588
16,1,15,19,0.538461539,1,0,2711,70,0,0,7,0,12,0,flaviorodrigo
17,0,42,18.12121212,0.078947368,3,0,9480,16,0,0,15,0,39,0,rysoo
19,0,27,23.09090909,0.772727273,12,0,3957,0,3,0,56,0,61,1,shunrai
27,1,12,27.54545455,0.454545455,1,1,10462,37,2,1,0,0,71,1,classic_gent
25,1,13,28.54545455,0.777777778,2,2,3080,2,0,0,1,0,85,1,majisto
20,1,12,22.27272727,0.909090909,3,0,13256,0,14,1,4,0,77,0,nothingtoyou
22,1,15,26,0.833333333,4,0,17728,7,9,1,8,0,73,0,bol7z-
25,1,14,26.36363636,0.818181818,4,1,42572,38,0,1,22,1,72,0,szczerbul
25,1,13,23.09090909,0.333333333,3,0,41548,579,0,1,4,1,72,1,sidewalkblister
28,1,17,25.36363636,0.181818182,7,0,16534,20,0,1,3,0,68,0,adibou
20,1,12,21.18181818,0.583333333,4,0,46754,167,15,1,18,1,65,1,_andrius_
22,0,12,23.72727273,0.9,9,0,43057,107,0,1,34,0,65,0,nautical32
22,1,18,22.36363636,0.647058824,1,0,47818,5,1,1,42,0,63,0,hnkk4
25,0,20,25.54545455,0.2,4,0,75579,0,0,1,13,0,63,1,chibi-sama
28,1,20,25.72727273,0.571428571,1,0,70848,21,0,1,6,1,61,0,kisc
19,0,11,19.72727273,0.181818182,3,0,2625,4,0,1,18,0,60,0,bleaver
24,1,12,26.90909091,0.777777778,4,0,25906,0,0,0,7,0,60,0,albornoz18
20,1,14,21.81818182,0.5,5,0,18156,1,0,1,9,0,56,0,garglus
25,1,14,21,0.363636364,6,0,3449,1,0,1,59,0,55,0,d3nsho
22,0,18,26.27272727,0.3125,3,0,5196,100,0,1,54,0,54,0,marinadesa
37,1,22,34.72727273,0.5,3,0,73579,115,329,1,59,0,52,0,h_plastgren
23,0,14,26,0.923076923,4,0,10993,4,0,1,27,0,50,0,dienutsa
21,1,16,20.72727273,0.461538462,1,0,26616,0,0,0,17,0,48,0,alexanderlindgr
22,0,28,22.90909091,0.64,4,0,55696,118,1,0,5,0,46,0,grapekettle
27,1,13,27.63636364,0.909090909,4,0,25717,0,0,0,2,0,44,1,metalsmithz
18,1,13,18.45454546,0.416666667,1,0,24623,10,1,0,6,0,41,0,malakdd
20,0,13,20.90909091,0.583333333,2,0,7035,10,0,1,17,0,40,0,ivonai
21,1,15,22.27272727,0.153846154,3,1,23373,0,0,0,15,0,37,1,simonei
22,0,14,21.18181818,0.416666667,3,0,3820,35,0,1,8,0,33,1,andreagracia
18,1,14,18.90909091,0.923076923,7,1,26063,45,0,1,17,0,29,0,superpotenza
23,0,14,22.09090909,0.833333333,4,0,6587,34,0,1,14,0,45,0,alzhara
21,1,42,21.86363636,0.483870968,5,0,26033,16,62,1,113,0,65,1,theredundant
28,1,25,26.18181818,0.736842105,10,1,84486,43,0,2,10,0,86,1,grahf
20,1,40,20.63636364,0.8,3,1,29330,602,17,1,42,0,68,0,machinaa-
22,1,21,23.81818182,0.928571429,4,0,87988,8,4,0,26,0,67,0,centrion
20,0,14,22.81818182,0.615384615,2,0,1289,16,0,0,6,0,21,0,basnicka
21,0,43,22.3030303,0.342857143,1,0,13385,374,0,1,16,0,23,0,sekunnin
33,1,33,31.36363636,0.777777778,10,0,32966,31,13,1,144,1,74,0,bill_bargeld
22,1,45,20.81818182,0.275,7,0,12636,17,1,0,22,0,38,0,atskalunas
23,1,16,28,0.9375,1,2,16897,0,0,0,1,0,10,1,niceguyjames
24,0,39,26.57575758,0.805555556,7,0,54479,30,0,0,5,0,51,0,nauseana
21,0,11,22.90909091,0,5,0,33986,13,2,1,0,0,73,0,devsand
21,1,13,22.54545455,1,1,0,21612,1,12,1,85,0,71,1,hippibruder
22,1,12,24.45454546,0.636363636,1,0,9314,0,0,1,17,0,49,0,majorettes93
24,1,17,22.18181818,0.8,6,1,21933,93,0,0,9,1,35,0,withoutmock
22,0,16,23.09090909,0.428571429,8,1,26110,559,1,0,8,0,24,0,klaudiakaminska
23,1,24,21.27272727,0.25,2,0,78951,606,0,3,12,0,42,1,brentalexander
19,1,11,18.54545455,0.909090909,1,0,3739,2,0,0,9,0,34,0,darknessoverme
19,0,17,21.45454546,0.571428571,9,0,2770,1,0,1,8,0,41,0,di_ambi
20,1,17,19.72727273,0.8,4,0,10814,16,0,0,34,0,40,1,stonesfromthesk
29,1,13,31.18181818,0.444444444,4,1,14453,63,1,1,4,0,80,0,noplacetohide
21,0,17,22.36363636,0.636363636,2,0,39914,4,36,1,21,0,78,1,loziret
28,1,15,26.36363636,0.571428571,4,3,14144,133,1,0,81,1,77,0,jcdobber
21,1,14,21.36363636,0.461538462,3,0,16906,19,80,0,11,0,73,1,burdude
25,1,15,24.18181818,0.538461539,3,0,4394,9,0,1,30,0,72,0,kingm
22,1,22,24.45454546,0.625,8,0,41591,125,6,5,22,0,71,1,sacool
21,1,12,22.45454546,0.583333333,2,0,6918,281,4,0,5,0,71,1,imjeff1535
