Index,Seas_Ep,Season,Episode,Episode_Title,Character,Word_Count,Release_date,Duration,Rating,Writer_1,Writer_2,Director,US_Viewers,rate,rate_aud
19036,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
19037,S6E8,6,8,No One,Beric Dondarrion,20,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
19038,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
19039,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
19040,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
19041,S7E2,7,2,Stormborn,Ellaria Sand,10,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
19042,S7E3,7,3,The Queen's Justice,Jorah Mormont,6,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
19043,S7E4,7,4,The Spoils of War,Lannister Soldier #5,2,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
19044,S7E5,7,5,Eastwatch,Davos Seaworth,21,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
19045,S7E6,7,6,Beyond the Wall,Jon Snow,1,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
19046,S7E7,7,7,The Dragon and the Wolf,Sansa Stark,31,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
19047,S8E1,8,1,Winterfell,Samwell Tarly,38,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
19048,S8E2,8,2,A Knight of the Seven Kingdoms,Tyrion Lannister,2,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
19049,S8E3,8,3,The Long Night,,,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
19050,S8E4,8,4,The Last of the Starks,Sandor Clegane,11,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
19051,S8E5,8,5,The Bells,King's Landing Man #29,4,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
19052,S8E6,8,6,The Iron Throne,,,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
19053,S1E1,1,1,Winter Is Coming,Sansa Stark,3,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19054,S1E2,1,2,The Kingsroad,Robert Baratheon,22,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19055,S1E3,1,3,Lord Snow,Irri,6,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
19056,S1E4,1,4,"Cripples, Bastards, and Broken Things",Eddard Stark,28,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
19057,S1E5,1,5,The Wolf and the Lion,Catelyn Stark,8,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
19058,S1E6,1,6,A Golden Crown,Sansa Stark,3,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19059,S1E7,1,7,You Win or You Die,Daenerys Targaryen,12,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19060,S1E8,1,8,The Pointy End,Rodrik Cassel,4,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
19061,S1E9,1,9,Baelor,Shae,7,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
19062,S1E10,1,10,Fire and Blood,Jeor Mormont,7,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
19063,S2E1,2,1,The North Remembers,Shae,3,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
19064,S2E2,2,2,The Night Lands,Theon Greyjoy,6,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
19065,S2E3,2,3,What Is Dead May Never Die,Tyrion Lannister,3,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
19066,S2E4,2,4,Garden of Bones,Spice King,5,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
19067,S2E5,2,5,The Ghost of Harrenhal,Irri,6,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
19068,S2E6,2,6,The Old Gods and the New,Spice King,67,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
19069,S2E7,2,7,A Man Without Honor,Jaime Lannister,3,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
19070,S2E8,2,8,The Prince of Winterfell,Cersei Lannister,22,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
19071,S2E9,2,9,Blackwater,Sandor Clegane,9,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
19072,S2E10,2,10,Valar Morghulis,Maester Luwin,29,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
19073,S3E1,3,1,Valar Dohaeris,Orphan Kid,22,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
19074,S3E2,3,2,"Dark Wings, Dark Words",Anguy,1,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
19075,S3E3,3,3,Walk of Punishment,Tyrion Lannister,19,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
19076,S3E4,3,4,And Now His Watch Is Ended,Karl Tanner,8,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
19077,S3E5,3,5,Kissed by Fire,Davos Seaworth,15,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
19078,S3E6,3,6,The Climb,Tyrion Lannister,5,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
19079,S3E7,3,7,The Bear and the Maiden Fair,Violet,14,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
19080,S3E8,3,8,Second Sons,Gilly,4,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
19081,S3E9,3,9,The Rains of Castamere,Catelyn Stark,19,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
19082,S3E10,3,10,Mhysa,Sandor Clegane,7,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
19083,S4E1,4,1,Two Swords,Styr,52,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
19084,S4E2,4,2,The Lion and the Rose,Brienne of Tarth,28,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
19085,S4E3,4,3,Breaker of Chains,Tywin Lannister,2,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
19086,S4E4,4,4,Oathkeeper,Bran Stark,8,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
19087,S4E5,4,5,First of His Name,Brienne of Tarth,5,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
19088,S4E6,4,6,The Laws of Gods and Men,Shae,9,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
19089,S4E7,4,7,Mockingbird,Oberyn Martell,139,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
19090,S4E8,4,8,The Mountain and the Viper,Jaime Lannister,1,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
19091,S4E9,4,9,The Watchers on the Wall,,,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
19092,S4E10,4,10,The Children,Podrick Payne,11,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
19093,S5E1,5,1,The Wars to Come,Daario Naharis,42,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
19094,S5E2,5,2,The House of Black and White,Shireen Baratheon,17,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
19095,S5E3,5,3,High Sparrow,Cersei Lannister,22,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
19096,S5E4,5,4,Sons of the Harpy,Jorah Mormont,3,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
19097,S5E5,5,5,Kill the Boy,Tyrion Lannister,3,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
19098,S5E6,5,6,"Unbowed, Unbent, Unbroken",Loras Tyrell,4,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
19099,S5E7,5,7,The Gift,Daenerys Targaryen,8,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
19100,S5E8,5,8,Hardhome,Night's Watch Man #1,1,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
19101,S5E9,5,9,The Dance of Dragons,,,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
19102,S5E10,5,10,Mother's Mercy,,,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
19103,S6E1,6,1,The Red Woman,,,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
19104,S6E2,6,2,Home,,,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
19105,S6E3,6,3,Oathbreaker,,,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
19106,S6E4,6,4,Book of the Stranger,Cersei Lannister,71,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
19107,S6E5,6,5,The Door,Hodor,2,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
19108,S6E6,6,6,Blood of My Blood,,,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
19109,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
19110,S6E8,6,8,No One,Sandor Clegane,13,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
19111,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
19112,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
19113,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
19114,S7E2,7,2,Stormborn,Yara Greyjoy,5,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
19115,S7E3,7,3,The Queen's Justice,Samwell Tarly,4,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
19116,S7E4,7,4,The Spoils of War,Jaime Lannister,3,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
19117,S7E5,7,5,Eastwatch,Gendry,1,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
19118,S7E6,7,6,Beyond the Wall,Jorah Mormont,1,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
19119,S7E7,7,7,The Dragon and the Wolf,Petyr Baelish,6,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
19120,S8E1,8,1,Winterfell,Jon Snow,19,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
19121,S8E2,8,2,A Knight of the Seven Kingdoms,Brienne of Tarth,10,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
19122,S8E3,8,3,The Long Night,,,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
19123,S8E4,8,4,The Last of the Starks,Arya Stark,3,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
19124,S8E5,8,5,The Bells,King's Landing Man #30,1,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
19125,S8E6,8,6,The Iron Throne,,,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
19126,S1E1,1,1,Winter Is Coming,Cersei Lannister,7,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19127,S1E2,1,2,The Kingsroad,Sansa Stark,13,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19128,S1E3,1,3,Lord Snow,Rakharo,1,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
19129,S1E4,1,4,"Cripples, Bastards, and Broken Things",Jory Cassel,2,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
19130,S1E5,1,5,The Wolf and the Lion,Vardis Egen,7,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
19131,S1E6,1,6,A Golden Crown,Arya Stark,14,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19132,S1E7,1,7,You Win or You Die,Jorah Mormont,55,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19133,S1E8,1,8,The Pointy End,Catelyn Stark,6,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
19134,S1E9,1,9,Baelor,Tyrion Lannister,7,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
19135,S1E10,1,10,Fire and Blood,Jon Snow,4,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
19136,S2E1,2,1,The North Remembers,Tyrion Lannister,11,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
19137,S2E2,2,2,The Night Lands,Lordsport Dockhand,5,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
19138,S2E3,2,3,What Is Dead May Never Die,Tyrion Lannister,9,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
19139,S2E4,2,4,Garden of Bones,Daenerys Targaryen,23,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
19140,S2E5,2,5,The Ghost of Harrenhal,Daenerys Targaryen,20,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
19141,S2E6,2,6,The Old Gods and the New,Xaro Xhoan Daxos,28,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
19142,S2E7,2,7,A Man Without Honor,Alton Lannister,3,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
19143,S2E8,2,8,The Prince of Winterfell,Tyrion Lannister,8,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
19144,S2E9,2,9,Blackwater,Captain of the Archers,1,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
19145,S2E10,2,10,Valar Morghulis,Osha,10,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
19146,S3E1,3,1,Valar Dohaeris,Margaery Tyrell,3,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
19147,S3E2,3,2,"Dark Wings, Dark Words",Thoros Of Myr,14,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
19148,S3E3,3,3,Walk of Punishment,Petyr Baelish,7,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
19149,S3E4,3,4,And Now His Watch Is Ended,Jeor Mormont,11,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
19150,S3E5,3,5,Kissed by Fire,Shireen Baratheon,8,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
19151,S3E6,3,6,The Climb,Cersei Lannister,17,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
19152,S3E7,3,7,The Bear and the Maiden Fair,Myranda,11,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
19153,S3E8,3,8,Second Sons,Samwell Tarly,8,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
19154,S3E9,3,9,The Rains of Castamere,Walder Frey,8,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
19155,S3E10,3,10,Mhysa,Arya Stark,3,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
19156,S4E1,4,1,Two Swords,Ser Endrew Tarth,2,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
19157,S4E2,4,2,The Lion and the Rose,Joffrey Baratheon,2,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
19158,S4E3,4,3,Breaker of Chains,Oberyn Martell,22,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
19159,S4E4,4,4,Oathkeeper,Rast,4,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
19160,S4E5,4,5,First of His Name,Podrick Payne,3,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
19161,S4E6,4,6,The Laws of Gods and Men,Mace Tyrell,9,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
19162,S4E7,4,7,Mockingbird,Tyrion Lannister,10,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
19163,S4E8,4,8,The Mountain and the Viper,Tyrion Lannister,19,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
19164,S4E9,4,9,The Watchers on the Wall,,,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
19165,S4E10,4,10,The Children,Brienne of Tarth,8,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
19166,S5E1,5,1,The Wars to Come,Daenerys Targaryen,23,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
19167,S5E2,5,2,The House of Black and White,Gilly,7,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
19168,S5E3,5,3,High Sparrow,High Sparrow,10,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
19169,S5E4,5,4,Sons of the Harpy,Tyrion Lannister,15,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
19170,S5E5,5,5,Kill the Boy,Jorah Mormont,7,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
19171,S5E6,5,6,"Unbowed, Unbent, Unbroken",High Sparrow,9,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
19172,S5E7,5,7,The Gift,Tyrion Lannister,4,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
19173,S5E8,5,8,Hardhome,Karsi,13,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
19174,S5E9,5,9,The Dance of Dragons,,,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
19175,S5E10,5,10,Mother's Mercy,,,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
19176,S6E1,6,1,The Red Woman,,,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
19177,S6E2,6,2,Home,,,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
19178,S6E3,6,3,Oathbreaker,,,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
19179,S6E4,6,4,Book of the Stranger,Olenna Tyrell,9,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
19180,S6E5,6,5,The Door,Meera Reed,13,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
19181,S6E6,6,6,Blood of My Blood,,,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
19182,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
19183,S6E8,6,8,No One,Thoros Of Myr,3,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
19184,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
19185,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
19186,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
19187,S7E2,7,2,Stormborn,Ellaria Sand,6,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
19188,S7E3,7,3,The Queen's Justice,Archmaester Ebrose,3,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
19189,S7E4,7,4,The Spoils of War,Randyll Tarly,2,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
19190,S7E5,7,5,Eastwatch,Davos Seaworth,5,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
19191,S7E6,7,6,Beyond the Wall,Jon Snow,4,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
19192,S7E7,7,7,The Dragon and the Wolf,Sansa Stark,29,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
19193,S8E1,8,1,Winterfell,Samwell Tarly,42,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
19194,S8E2,8,2,A Knight of the Seven Kingdoms,Jaime Lannister,13,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
19195,S8E3,8,3,The Long Night,,,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
19196,S8E4,8,4,The Last of the Starks,Sandor Clegane,12,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
19197,S8E5,8,5,The Bells,Sandor Clegane,1,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
19198,S8E6,8,6,The Iron Throne,,,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
19199,S1E1,1,1,Winter Is Coming,Cersei Lannister,8,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19200,S1E2,1,2,The Kingsroad,Arya Stark,4,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
19201,S1E3,1,3,Lord Snow,Rakharo,1,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
19202,S1E4,1,4,"Cripples, Bastards, and Broken Things",Eddard Stark,4,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
19203,S1E5,1,5,The Wolf and the Lion,Tyrion Lannister,6,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
19204,S1E6,1,6,A Golden Crown,Eddard Stark,2,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19205,S1E7,1,7,You Win or You Die,Daenerys Targaryen,6,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
19206,S1E8,1,8,The Pointy End,Robb Stark,34,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
19207,S1E9,1,9,Baelor,Bronn,5,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
19208,S1E10,1,10,Fire and Blood,Jeor Mormont,91,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
19209,S2E1,2,1,The North Remembers,Shae,11,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
19210,S2E2,2,2,The Night Lands,Yara Greyjoy,9,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
19211,S2E3,2,3,What Is Dead May Never Die,Grand Maester Pycelle,26,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
19212,S2E4,2,4,Garden of Bones,Spice King,37,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
19213,S2E5,2,5,The Ghost of Harrenhal,Doreah,9,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
