net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,country
rappazappa,32,1,6,33,0.5,4,1,7461,15,0,0,2,0,75,1
resare,24,1,6,26.83333333,1,2,0,9366,6,6,0,5,0,73,1
ameliar2009,20,0,2,22,1,1,0,249,0,0,0,0,0,73,1
skyl4r,21,1,8,21,1,1,1,109288,0,7,0,64,0,72,1
brittastik,25,0,7,25.33333333,0.571428571,2,0,85749,176,3,1,4,0,72,0
vavro24,33,1,7,28,0.333333333,5,1,19558,52,0,0,0,0,72,0
nabnab,27,0,6,27.83333333,0.333333333,2,0,21801,0,0,0,8,0,72,0
brandnev,25,0,9,25.5,0.75,1,0,45862,36,6,1,31,1,71,0
brunomion,25,1,6,22.16666667,0.6,1,0,6369,0,0,0,2,0,71,0
saumac,27,1,8,25.5,0.833333333,2,0,44640,55,0,0,1,1,69,0
onkelhans,20,1,9,21,0.714285714,1,0,0,0,0,1,0,0,68,1
hot_potato,33,1,6,28,0.166666667,2,0,3455,9,1,0,5,0,67,0
blookins,29,1,8,25.66666667,1,1,0,26138,0,0,0,2,0,67,1
shinjide,20,1,7,23.5,0.666666667,1,0,16048,1,0,1,14,0,65,1
99andahalf,22,1,4,22.33333333,0.75,1,0,5533,85,1,1,0,0,65,1
elphino,22,1,12,24.5,1,2,0,29054,0,0,0,3,0,64,0
broadsword_uk,53,1,5,25.66666667,0.333333333,3,0,6653,18,0,1,2,0,64,1
xcessivemachine,34,0,7,25.83333333,0.5,3,0,11216,189,0,1,4,0,64,1
waltchelg,21,1,7,22.5,1,2,0,25409,20,1,0,1,0,63,1
maclex75,23,1,6,22.66666667,0.2,1,0,5720,9,0,0,2,0,63,1
ucdclarity,24,0,21,28.75,0.684210526,3,0,28333,53,0,1,41,0,62,1
troopek,26,1,7,34.33333333,1,5,1,7628,228,1,1,1,0,60,0
lyho,19,1,8,24.66666667,1,1,0,3871,4,0,0,3,0,59,0
imagotapes,22,1,9,20.66666667,0.8,2,0,43875,4,0,3,7,0,58,1
kiarina,24,0,6,25.33333333,0.833333333,3,0,1907,1,0,0,6,0,58,0
nost88,23,1,7,22.66666667,1,2,0,3134,66,0,1,5,0,55,0
echo-mike-alpha,24,0,3,26.33333333,0.5,2,1,4551,400,0,1,9,0,55,0
princessmili,19,0,8,23,0.571428571,6,0,5140,10,4,1,14,0,55,0
jlmartinez889,22,1,6,23.5,0.666666667,2,0,64896,0,0,0,26,0,54,1
scottbookg4,29,1,6,29,0.2,2,0,11463,22,0,0,2,0,54,1
navaron,26,1,5,25.33333333,1,3,0,16560,118,0,2,5,0,49,1
eitoyasutoko,20,1,8,20.66666667,1,1,0,20241,22,0,0,7,0,48,1
ilsimone,24,1,10,23.66666667,0.5,4,1,22324,56,0,1,19,1,48,0
moc_highnote,45,1,4,37.33333333,1,1,0,2826,355,0,1,6,0,48,0
mystic85,25,0,4,29,1,3,0,5783,488,2,1,4,0,48,0
killerbrie,32,0,6,31.5,0.6,2,0,16236,1,0,1,12,0,46,1
kinkired,21,0,3,21.66666667,0.333333333,1,0,33087,1,0,1,6,0,45,0
twisterbe,22,1,6,21.5,1,2,0,33328,0,0,0,0,0,45,0
demonwolf80,30,1,6,28,1,1,0,11289,0,0,0,6,0,43,0
daisy193,23,0,7,23,0.857142857,2,0,1826,371,0,1,10,0,43,0
liset_,24,0,6,22.5,0.833333333,2,0,1241,11,0,0,6,0,41,0
emmahirst,23,0,3,22,1,1,0,42371,28,0,0,2,0,40,1
minina1964,47,0,12,44.33333333,0.818181818,7,0,130,1,0,2,23,0,37,0
anisen1,26,1,9,23.5,0.571428571,2,0,13595,33,0,1,3,0,36,0
urixx,30,1,7,29.16666667,0.857142857,1,0,52498,81,0,0,3,0,36,0
andrewrp,30,1,6,31,0.75,5,0,10610,639,0,0,4,0,34,1
artem-hard,22,1,3,20,0.666666667,1,0,6845,0,0,0,0,0,29,0
thafallofnick,17,1,5,17,1,3,1,739,7,0,0,5,0,26,1
phoen1xv8,28,1,3,27.66666667,0,2,1,4407,205,0,0,12,0,24,1
beto_andrade,22,1,7,22.83333333,0.142857143,2,0,1552,0,0,0,2,0,22,0
jin42,15,1,3,16.33333333,1,1,0,7252,20,0,0,2,0,21,0
xxetanxx,22,0,6,20.33333333,0.75,3,0,20666,16,0,1,2,1,20,0
friendlyfreja,44,0,7,47,1,4,0,10624,490,0,0,4,1,20,1
zuzia_wisia,16,0,4,17,0,1,0,905,0,0,1,2,0,20,0
mypersonalbull,23,0,2,24,0.5,1,0,457,54,0,1,1,0,16,1
cinematiceyes,22,0,12,21.16666667,0.2,5,0,1740,20,0,1,2,0,15,0
mckaysam,19,1,7,18.66666667,0,1,0,8354,6,2,0,9,0,14,1
alinearena,14,0,7,17.33333333,0.571428571,2,0,5507,1,0,0,9,0,12,0
much_alco,21,1,8,20.66666667,0.166666667,1,0,6456,7,0,0,9,0,12,0
stupidnoob7,16,1,4,18.33333333,1,2,1,0,0,0,0,3,0,11,0
ryantrip,20,1,8,21.33333333,0.75,4,0,352,89,0,0,6,0,45,1
katielavoie,21,0,11,23,0.666666667,3,0,38496,0,0,0,5,0,33,0
amysee,19,0,15,20.66666667,0.625,2,0,43329,32,1,0,59,0,51,0
karenisme,14,0,8,16.83333333,0.714285714,2,0,2775,25,0,0,1,0,8,1
jordanf92,19,1,6,18.66666667,0.166666667,4,0,7437,1842,0,0,0,0,25,1
cyanus,23,0,10,22.5,0.714285714,1,0,40640,180,1,1,25,1,40,0
little_chicco,18,0,6,19.16666667,0.666666667,1,0,19134,70,0,1,1,0,37,0
vickyb898,21,0,11,24.88888889,0.727272727,3,0,1949,54,0,0,13,0,39,0
thindown_ollie,25,1,17,26.91666667,0.75,3,0,43602,39,0,0,11,0,39,1
xxxi,22,1,7,23,1,2,0,2864,2,0,1,1,0,45,1
joksis,21,0,28,21,0.52173913,3,1,21045,15,0,1,18,0,42,0
isaacnewton,27,1,10,26.77777778,0.875,6,1,14290,202,21,1,6,1,78,0
-saosin-,21,1,10,21.88888889,0.666666667,2,0,64,0,48,0,152,0,74,1
mathiash,28,1,13,26,0.916666667,3,0,37092,4,0,1,11,0,68,0
pan_rolnik,26,1,11,24.66666667,0.4,3,0,25009,32,1,1,22,0,64,0
toby_boy,21,1,11,21.11111111,0.777777778,5,0,33574,28,0,1,17,0,64,0
tonkobonko,27,1,14,23.77777778,0.4,3,0,44738,25,3,1,56,0,61,0
lamandiocarota,28,0,13,30.66666667,0.909090909,4,1,952,8,0,1,5,0,59,0
the_ethereal,21,1,16,20.33333333,0.727272727,4,0,43231,91,0,1,6,0,56,1
reddeadresolve,29,1,11,25.66666667,0.888888889,4,0,41518,41,0,1,2,1,53,1
chaosmistress,22,0,18,29.66666667,0.857142857,10,1,9820,0,0,1,11,0,52,0
olka_n,22,0,9,24.55555556,0.555555556,3,0,26131,218,0,1,4,0,50,0
josi01,29,0,10,28.11111111,0.222222222,4,0,1953,179,0,1,7,0,49,1
pplecke,27,1,14,26.22222222,0.416666667,1,0,10120,10,0,1,9,0,49,0
-pchela-,28,0,13,27.11111111,0.727272727,5,0,3186,214,0,1,6,0,48,0
ash128,21,1,11,25.77777778,0.6,4,0,22309,0,0,1,31,0,43,1
dollonthefloor,16,0,12,18.88888889,0.3,7,0,488,89,0,1,23,0,35,0
mihaela123,18,0,11,20.11111111,0.7,3,0,18495,14,0,0,4,0,30,1
icouldfakeit,19,0,11,22.77777778,0.8,3,0,7114,75,0,1,18,0,28,0
brizzyattack,19,0,10,21.11111111,0.6,5,0,20,3,0,0,1,0,28,1
mad-ra,23,0,17,24.33333333,0.375,3,0,10768,103,0,0,2,0,46,1
fantasmadeltuff,26,1,15,23.91666667,0.571428571,4,0,33161,154,0,0,22,0,66,0
astounded_,28,1,26,24.19047619,0.923076923,2,0,20265,33,0,0,11,1,39,1
drmsr_xxiii,24,1,38,27.78787879,0.571428571,14,0,10514,0,2,0,44,0,67,0
imakeads,25,1,20,20.73333333,0.25,8,0,64620,0,1,0,25,0,42,0
mrwichtig,23,1,7,21.83333333,0.571428571,2,1,8204,20,0,1,21,0,57,0
le_schnizzel,25,1,12,23.33333333,0.666666667,5,2,94558,9,1,1,12,0,52,0
dalaidali,26,1,15,30.33333333,0.461538462,7,2,3518,428,0,2,14,1,33,0
doradj,23,0,16,24.33333333,0.416666667,2,2,10667,40,0,1,11,0,43,0
durdensfriend,26,1,12,26.25,0.583333333,2,1,14095,16,2,0,8,0,75,1
shiftyhurricane,22,1,4,22,0.666666667,1,0,10706,1,0,0,0,0,71,1
ralphozius,20,1,14,20.58333333,0.846153846,3,0,37210,8,6,1,27,0,71,0
kelseyyy3,20,0,18,23.41666667,1,5,1,19962,0,0,0,17,0,66,0
shamus6025,25,1,19,26.5,0.714285714,3,0,99155,69,1,1,6,0,62,1
julz__,20,0,15,20.41666667,0.538461539,5,0,29374,21,11,1,41,0,58,1
rocio84,27,0,16,23.58333333,0.846153846,3,0,24432,271,0,1,5,1,48,0
michael_angeleo,27,1,16,27.75,0.214285714,7,0,13,4,0,1,1,0,48,1
kaija-maisa,24,0,17,26.5,0.4,2,0,4115,165,0,0,4,0,46,0
aurilandio,21,1,15,21.83333333,0.666666667,2,0,1395,101,0,1,14,0,42,0
flamingmarkxiii,19,1,14,20.08333333,1,2,0,8109,14,0,0,13,0,26,0
izi_92,19,0,13,21.58333333,0.833333333,5,0,13126,15,0,1,8,0,19,1
izzawicca,18,0,4,20,0.5,2,0,2026,0,0,0,3,0,18,0
thaschmidt,21,1,4,21.33333333,0.25,1,0,81,0,0,1,2,0,8,0
sweetsins_,21,0,24,21.33333333,0.454545455,2,0,28242,21,0,1,10,0,58,0
aksu92,18,1,12,19,0.6,2,0,54114,3,3,1,478,0,48,0
weatherwax,27,1,11,27.88888889,0.888888889,1,0,15351,1,1,0,29,1,87,0
xkers,25,1,10,20.5,0.25,6,0,33039,44,31,0,23,0,66,1
meryltenoh,24,0,18,23.93333333,0.75,3,0,12182,13,1,1,115,0,66,0
pawlas,23,1,18,22.8,0.294117647,2,0,13521,22,9,1,26,0,60,0
deimos16,28,1,13,24.66666667,0.25,6,0,15419,25,0,0,1,1,56,1
c4rcaroth,20,1,20,21.53333333,0.588235294,7,0,5652,0,0,1,61,0,52,0
adduapina,20,0,6,20.33333333,0.333333333,1,0,11600,0,0,0,5,0,47,0
thermc,18,1,9,19.5,0.428571429,1,0,27852,21,0,0,5,0,34,1
nykotin,18,1,24,20.2,0.647058824,3,1,26039,56,0,1,36,0,31,1
chandlerborjas,20,1,3,23.33333333,0.666666667,2,0,32577,101,0,1,4,0,10,0
aleos12,32,0,13,28,0.285714286,3,1,43474,137,0,0,28,0,53,1
yura_gagarin,23,1,12,22.33333333,0.5,6,0,24888,111,6,0,4,0,65,0
lovebuzz777,22,0,36,24,0.730769231,10,2,80838,197,0,0,50,0,62,0
floronks,21,0,33,22.16666667,0.666666667,7,1,11232,46,0,0,26,0,32,1
___ashley_,26,0,21,26.61111111,0.761904762,7,0,16109,15,0,1,14,0,71,1
jokneeappleseed,26,0,30,26.57142857,0.56,10,1,3285,549,0,1,12,0,62,1
cadans,28,0,7,31.5,1,2,1,19662,6,0,0,5,0,90,0
inversethis,25,1,9,25.16666667,0.2,3,1,50636,32,58,0,59,0,73,0
triniete,21,1,9,23.33333333,0.857142857,1,0,6900,13,8,1,6,0,61,1
ericamilena,23,0,12,24.33333333,0.545454546,1,0,653,3,0,1,3,0,48,0
mosdeaf,22,1,22,23.66666667,0.95,4,0,42690,0,1,0,36,0,46,1
karmilya,26,0,40,29.33333333,0.735294118,4,5,318,74,0,0,2,0,72,0
now21,15,0,15,17,0.615384615,8,1,132,1,0,0,22,0,37,1
ollesallagetter,22,1,21,20.44444444,0.789473684,5,1,100630,89,8,1,85,0,68,0
ubootakaivloss,18,1,11,18,0.25,2,0,22630,120,0,0,3,0,28,0
supermaskinen,23,1,22,21.61111111,0.666666667,1,0,43249,10,4,0,5,0,67,0
jjoossee1,23,1,21,24.13333333,0.444444444,8,0,137533,3952,0,1,488,0,41,1
didiwawa,53,1,37,36.625,0.625,17,2,3149,328,0,2,55,1,56,0
jimicienne,24,0,48,25.25,0.615384615,8,3,43435,73,1,1,31,0,52,0
mone_,19,0,65,21.37254902,0.807017544,20,1,79917,109,36,0,356,0,44,0
heycati,20,0,4,22.33333333,0.5,2,0,1006,2,0,0,20,0,23,0
patsypeh,23,0,7,34.33333333,0.8,3,0,33820,97,0,1,1,0,67,0
minimurda3000,20,1,11,19.83333333,0.444444444,4,0,6660,81,0,3,11,0,27,1
zich17,20,1,13,19.33333333,0.727272727,8,0,5517,21,0,0,3,0,40,0
donnygotback,32,1,6,31.5,0.8,3,0,5356,0,0,0,0,0,92,1
kattnosa,22,0,5,21.66666667,0.8,1,1,1597,160,0,0,0,0,61,0
redshirt1000,18,1,6,18.33333333,0.8,1,0,13439,37,0,0,4,0,9,1
maridanice,30,0,14,28.22222222,0.615384615,5,0,26783,0,0,0,12,0,71,1
vadya-kun,25,1,8,25.16666667,0.833333333,2,1,20034,24,0,1,6,1,35,0
groobypl,18,1,17,18.26666667,0.625,2,0,8743,6,0,0,8,0,28,0
jordmalarmannen,21,1,8,22.66666667,0.875,1,1,20008,0,0,1,4,0,45,0
hattie_,28,0,62,27.02083333,0.561403509,7,1,22454,91,1,1,47,0,67,0
rfrunky,24,1,8,24.16666667,0.5,1,0,25265,0,0,0,0,0,92,1
-tau-,22,1,6,20.83333333,0.666666667,3,0,49360,0,0,0,5,0,92,1
notsoblue,31,1,12,27.66666667,0.777777778,4,1,56762,155,10,0,8,1,88,1
ecorche-vif,25,1,3,28.33333333,1,2,0,2636,0,0,0,1,0,87,0
mokrol,36,1,5,29,0.6,3,0,30939,7,19,1,2,0,86,1
supermet,27,1,7,24,0.2,1,0,48591,0,0,0,5,0,84,1
quentintravers,28,1,6,26.66666667,0.5,2,0,22640,42,0,1,9,0,84,1
suzuhara,25,0,3,24.66666667,1,1,0,5378,2,0,0,1,0,84,0
lancemccord,36,1,5,34.33333333,0.25,1,0,12763,29,4,1,0,0,83,1
scoffeepie,29,0,3,29.33333333,0.333333333,1,0,3385,0,0,0,0,0,83,1
imperfekt,32,1,6,25.66666667,0.75,4,1,47199,9,1,0,5,0,82,0
azazelleke,29,1,3,29.66666667,1,1,0,0,0,0,0,0,0,82,0
areek,25,1,4,20.66666667,0.333333333,1,0,8501,3,0,1,0,1,81,0
queenallie03,25,0,6,29.66666667,0.333333333,4,0,85547,8,0,0,1,1,80,1
eoan,37,1,9,38.66666667,1,2,0,2219,25,1,1,7,0,80,1
room_7609,23,0,3,23.66666667,0,2,0,394,0,0,0,0,0,79,0
rollingjonny,25,1,5,25.33333333,0.333333333,2,0,5600,0,0,0,3,0,79,1
jenniferinparis,26,0,4,24.33333333,0.666666667,2,0,33550,21,0,1,6,0,78,0
xxattwxx,28,1,8,25.33333333,1,2,0,15800,878,9,1,8,0,77,1
hey__jealousy,22,0,3,22.66666667,0.333333333,1,0,842,0,0,0,0,0,77,1
xdeadxheartsx,22,0,6,22,0.4,1,0,6583,0,24,0,3,0,77,1
mmondora,40,1,4,34.66666667,0.75,4,0,2505,154,0,1,0,0,77,0
mr_confused,26,1,5,24.66666667,1,1,0,32434,0,0,0,0,0,77,0
xxchicamusicaxx,21,0,7,22.33333333,1,2,0,14844,0,0,0,3,0,77,1
matze6000,23,1,4,22.33333333,1,1,0,972,2,0,0,1,0,77,1
hissthevillan,22,1,7,22,0.8,1,0,1224,0,0,0,0,0,76,1
surlent,23,1,10,22.22222222,0.111111111,3,0,15625,44,0,0,17,0,76,1
sotiriamaria,25,0,11,31.83333333,0.428571429,5,0,5347,4,1,1,26,0,76,0
artsygurl88,23,0,7,23.16666667,0.833333333,1,0,9351,5,0,1,2,0,76,1
drivewithaloha,23,0,6,21.66666667,1,2,0,8951,71,0,0,5,0,76,1
stringgle,23,0,6,28.83333333,0.5,2,0,67875,4,1,0,36,0,76,1
mjroberts55,26,1,5,23.66666667,0.333333333,2,0,41627,53,5,0,6,1,75,1
nsomnia001,20,1,3,21.66666667,0.333333333,2,0,39219,17,3,0,6,0,75,0
kabeaer,25,0,3,27.33333333,0.666666667,1,1,44963,0,0,0,1,0,75,1
spitzilla,27,1,3,29.33333333,1,2,0,40050,1,0,0,1,0,75,0
xzenom,28,1,3,23.33333333,1,3,0,14000,0,1,0,2,0,75,0
ant331,24,1,12,24,1,2,0,17583,46,1,1,11,0,74,1
thecosas,26,1,9,26,0.666666667,1,0,26850,26,2,2,0,0,74,1
noise000,29,1,8,34.66666667,0.714285714,5,0,9243,100,2,2,15,0,74,1
rohnerm,34,1,16,30.55555556,0.583333333,2,2,6699,0,0,1,11,0,74,0
keekster,22,0,3,21.33333333,0.333333333,1,0,4283,4,0,0,1,0,74,1
latelicker,25,1,5,26.66666667,0.75,1,0,18961,12,2,1,1,0,74,0
jesh,30,1,13,30.77777778,0.818181818,1,0,55692,12,1,1,3,0,74,1
paczesiowa,25,1,3,26.33333333,1,2,1,27958,0,0,0,1,0,74,0
riikkulii,22,0,4,23.66666667,1,2,0,49973,0,0,1,13,0,74,0
bad_wolf,32,1,4,23,0.666666667,3,0,1499,254,0,1,2,0,73,1
madsimian,37,1,7,32.66666667,0.75,2,0,33343,179,0,1,6,0,73,1
pinoco,29,0,3,35,1,1,1,8302,0,0,0,0,0,73,0
paulisgek,38,1,14,37.11111111,0.555555556,2,2,133468,17,2,1,5,0,72,0
dilyn,37,1,7,27.33333333,0.666666667,3,0,11196,12,0,0,6,0,72,1
birdistheword,23,1,4,23.66666667,0.666666667,1,0,15074,1,5,1,4,0,72,1
saliva,25,0,9,26.33333333,1,2,0,21551,0,0,0,14,0,72,0
flodaxter,22,1,10,24,0.833333333,3,0,29047,68,0,0,11,0,71,0
neighdough,34,1,7,30.33333333,0.75,2,0,37539,268,0,1,1,0,71,1
lordpolo,33,1,14,32.44444444,0.416666667,1,0,7905,0,10,0,24,0,71,0
raficho,29,1,3,26.66666667,0.666666667,2,0,24283,98,0,1,5,0,71,0
superlavverz,20,0,4,20.66666667,0.333333333,1,0,4749,20,2,0,4,0,71,1
felugah,26,1,3,28.66666667,0.666666667,3,0,9001,2,0,1,2,0,71,0
btothearthur,28,1,4,25.66666667,1,1,0,2703,0,0,1,0,0,71,1
mik_czech,29,1,3,24,1,1,0,33648,0,0,0,4,0,71,0
teebztb,22,1,4,22,0.666666667,1,0,20646,36,0,0,2,0,70,0
johanhal,30,1,11,30,0.625,1,0,16226,33,0,1,0,1,70,0
singer86,37,1,3,25,0,1,0,21367,1,0,0,0,0,70,1
ultrablue,25,1,3,25.33333333,0.333333333,1,0,19905,0,0,1,2,0,70,0
willisyde,43,1,3,28,0.5,1,0,775,13,0,4,0,0,70,1
kyohtee,38,0,4,36.66666667,0.666666667,1,0,723,55,0,0,3,0,70,1
pulleva,24,0,4,27.66666667,0.666666667,1,0,2283,0,0,0,22,0,70,0
megamarty,25,1,16,24.83333333,0.866666667,5,0,22900,0,0,1,5,0,70,0
rghaarlem,55,1,3,27.66666667,1,3,0,38167,464,0,1,1,1,69,0
cl4yman,28,1,10,27.33333333,0.8,1,0,38875,0,3,1,20,0,69,0
maverik19,23,0,14,23,0.923076923,4,0,21001,152,2,1,5,0,69,0
yogiincork,35,1,8,34.16666667,0.6,5,0,7232,247,4,1,12,0,69,1
loreleibrasil,34,0,4,30,0.75,2,0,273,36,0,1,0,0,69,0
nickbum,22,1,4,18,1,2,0,1145,25,0,0,0,0,69,0
gaerwin,18,0,4,18.66666667,0,1,0,27214,346,0,1,0,0,69,1
blindmaiden,25,1,4,25.66666667,1,1,1,2111,3,0,1,5,0,69,1
fuzzyduk,42,1,5,28.33333333,1,1,0,351,81,0,1,0,1,68,0
casmira,23,0,9,23.33333333,0.285714286,1,0,23003,1,0,1,1,0,68,0
shadow17770,23,1,3,20,0.333333333,3,0,2123,21,0,0,2,0,68,0
hysterica,25,0,3,29.33333333,0.666666667,2,1,5105,0,0,0,3,0,68,0
bloodyidioteque,25,0,3,26,0.666666667,2,0,3102,214,0,0,10,0,68,1
spunpinkglass,24,0,7,24.5,0.666666667,1,0,11577,0,0,1,0,0,68,1
jeschua,23,1,3,22,0.666666667,2,0,64842,1,0,1,14,0,68,1
neutie90,21,0,3,21.33333333,0.666666667,1,0,4948,28,1,0,1,0,67,0
dance2electric,23,0,3,26,0.666666667,3,0,22673,52,0,0,5,0,67,1
moisk,28,1,4,27.66666667,1,2,0,8836,8,0,0,1,0,67,0
lime_wrestler,21,1,4,21,0.75,1,0,3269,0,1,1,4,0,67,1
nandira1,32,0,4,31,0.25,2,0,2736,64,0,1,3,0,66,0
louloute8,27,0,3,27.33333333,0.666666667,2,0,3564,8,0,0,3,0,66,0
federico333,26,1,5,25.66666667,0.666666667,1,0,7566,0,0,1,6,0,66,0
_quei_,22,1,5,24,0.666666667,1,0,11186,67,0,2,0,0,66,0
godknowsimgood,20,1,8,21.33333333,0.8,2,0,10160,1,0,1,15,0,66,1
chonchos,24,0,12,26.33333333,0.9,3,1,15046,5,0,0,7,0,66,1
markko69,41,1,4,35,1,1,0,3023,0,0,0,0,0,66,0
xszaryx,27,1,4,26.66666667,0.25,2,0,9552,0,4,1,27,0,65,0
pheodax,22,1,7,21.33333333,0.666666667,1,0,2072,27,0,1,1,1,65,0
amorinha,25,0,3,26.33333333,0.666666667,1,0,635,0,1,0,2,0,65,0
esanssit,26,1,4,27,1,1,0,27717,200,0,1,0,0,65,0
graf_brotula,17,1,7,23.66666667,1,3,0,12064,0,0,0,0,0,65,1
cancel1988,23,1,3,23.33333333,1,1,0,79706,2,0,1,8,0,65,0
travis_blacke,21,1,4,23,1,1,0,11249,6,0,1,3,0,65,1
oporcupine,23,1,6,23,0.4,2,0,2110,43,0,0,7,0,64,1
salamutthahulla,28,1,5,27,0.666666667,1,0,28925,29,0,1,0,0,64,0
loehane,23,0,20,25.66666667,0.777777778,4,0,6103,44,0,0,33,0,64,0
shnitzlfish,32,1,6,30.33333333,1,3,0,24717,172,0,0,0,0,64,1
winkoog,36,1,8,34.33333333,0.833333333,4,0,10898,9,2,1,22,0,64,0
moonsocks,29,0,3,19,0.333333333,2,1,36790,416,8,1,31,0,64,1
xmasterzeddx,29,1,3,23.33333333,0.333333333,2,0,727,5,0,1,5,0,64,1
milenkoda,26,1,8,23.33333333,0.166666667,4,0,72116,24,0,0,8,0,64,1
eveee,28,0,5,28.66666667,0.333333333,1,1,5943,30,0,0,5,0,64,0
lusmura,25,0,6,25,0.4,1,0,3252,0,0,0,1,0,64,0
vinnywarlock,25,1,3,23.33333333,0.666666667,1,0,852,53,0,1,1,0,64,0
fictiongirl,30,0,6,27.66666667,0.75,1,0,3191,0,0,1,5,0,64,0
draconisvidere,37,1,3,33,1,1,0,741,247,0,0,1,0,64,0
toffee82,29,0,3,31,1,1,0,151,3,0,0,2,0,64,0
mrein,27,0,3,29,1,1,0,968,57,0,1,2,0,64,0
maculatus,26,1,3,25.66666667,1,1,0,3922,0,1,0,11,0,64,0
vtkownes,23,1,30,22.62962963,0.703703704,3,0,43832,1,27,1,189,0,63,0
aninit,18,0,3,19.33333333,0.666666667,1,0,16759,41,0,1,9,0,63,0
alternadad,38,1,17,26.77777778,0.636363636,5,0,3635,142,0,1,6,0,63,1
mediadevil,29,1,9,30,0.4,1,1,5670,94,0,1,3,0,63,0
carlsbergman,21,1,8,21.16666667,0.857142857,1,0,7795,0,85,1,26,0,63,1
fecked4life,24,1,4,24.66666667,0.333333333,2,0,2777,2,6,1,5,0,63,1
ivoz,27,1,3,28.33333333,0.666666667,1,0,1723,20,0,1,0,0,63,0
sandravanbeek,26,0,4,25.66666667,0.666666667,1,0,3996,6,0,0,3,0,63,0
paul-quilmes,27,1,3,25,0.666666667,1,0,5243,31,0,1,1,0,63,0
bruestrellita,20,0,3,23,0.666666667,2,0,241,1,0,0,7,0,63,1
timberwolf_1984,27,1,6,26.66666667,1,2,0,7926,0,3,1,3,0,63,0
schwarzkatze,22,1,6,25,1,2,0,345,83,8,1,3,0,63,0
regularcain,23,1,5,25,1,2,0,8590,0,0,0,4,0,63,0
-aragtas-,21,1,5,22,1,2,0,581,1,0,0,0,0,63,1
aarons17,22,1,3,21.33333333,1,1,0,1069,0,0,1,2,0,63,1
froboy66,27,1,7,25.83333333,0.714285714,1,0,35305,2,0,0,0,0,62,1
urguff,20,1,3,24.33333333,0.333333333,1,0,3434,27,2,1,2,0,62,1
yappie,18,1,15,19.83333333,0.181818182,4,0,13190,3,0,0,2,0,62,0
pigmailia,23,0,3,23,0.333333333,1,0,98,6,0,1,3,0,62,1
sk0gshall0n,22,0,3,21,0.333333333,1,0,4718,0,0,0,2,0,62,0
sierraj,21,0,12,23.55555556,0.454545455,9,0,5531,40,0,0,14,0,62,0
oranjojoba,24,0,3,29,1,2,0,42,0,0,0,3,0,62,0
mrpota,22,1,4,23,1,1,0,18735,0,1,0,14,0,62,0
claudl,23,0,5,22.66666667,1,1,0,1094,3,28,1,12,0,62,1
kris_es,35,1,8,28.33333333,0.666666667,6,1,21539,249,0,1,9,0,62,0
xevian,31,1,5,26,0.25,3,0,6806,1,0,0,4,0,61,1
holding_on,39,0,3,36.33333333,0,1,0,525,0,2,0,1,0,61,1
ashoemate,21,0,3,22.33333333,0.333333333,2,0,324,4,0,1,5,0,61,1
grevinne,23,0,6,25,0.5,3,0,3743,0,0,0,14,0,61,1
giogiopax,24,1,4,21,0.5,3,0,637,38,0,0,5,0,61,0
eastxcoastx,20,1,11,20.11111111,0.555555556,3,0,730,1,19,0,13,0,61,1
neonaz,23,1,4,25.66666667,0.666666667,1,0,4024,6,0,1,2,0,61,0
peacemail,23,1,3,24.66666667,0.666666667,2,0,3176,0,0,0,10,0,61,0
azzco,22,1,10,21.66666667,0.833333333,6,1,38393,1,0,1,4,0,61,0
mrtvolka,23,0,3,24,0.333333333,1,0,52860,31,0,1,6,0,60,0
layri,27,1,4,26.66666667,1,2,0,5288,12,0,0,5,0,60,0
laiskumus,21,1,7,21.16666667,0.714285714,1,0,24517,1,0,1,2,0,60,0
mybeerbear,24,0,4,27,0.5,2,0,3564,9,0,0,3,0,60,0
ingerul,23,1,8,22.16666667,0.333333333,4,0,3033,13,4,1,13,0,60,0
atishstu,32,1,5,25,1,3,0,21884,158,0,1,2,0,60,1
fabiomoraes,39,1,4,34.33333333,0,1,0,30,2,0,1,3,0,60,0
red_beavers,38,1,3,30.33333333,0,3,0,433,77,0,0,2,0,60,1
casiniz,23,1,7,27,0.142857143,3,1,3183,253,0,0,3,0,60,0
snugbeast,24,1,3,28,0.333333333,2,0,2304,23,0,1,10,0,60,1
biglou502,33,1,6,26.33333333,0.666666667,1,0,7207,12,0,0,1,0,60,1
mrkoski,21,1,8,20.83333333,0.714285714,1,0,7324,2,0,0,21,0,60,0
pepijnimmerzeel,26,1,5,26,0.8,2,0,4121,4,0,1,44,0,60,0
djeanho,29,1,6,31.33333333,1,1,0,594,7,0,0,2,0,60,0
tadejc,28,1,7,25.33333333,1,1,0,45132,4,0,1,11,0,60,0
theleftrights,20,1,3,20,1,1,0,289,172,0,0,2,0,60,1
nicholashimself,29,1,7,30,0.571428571,4,0,13869,14,0,1,17,0,59,1
whitesoap,21,1,5,30.66666667,0,3,0,3427,33,1,1,4,0,59,0
relapse85,26,0,3,35.66666667,0.333333333,3,0,30,0,0,0,7,0,59,0
johnnyredbeans,29,1,3,34,0.333333333,1,0,3307,0,0,0,4,0,59,1
social_off_beat,29,1,7,25.5,0.5,3,0,4211,23,0,1,17,0,59,0
